timestamp,Station | Dostyk St,Station | Astana Mall,Station | Seifullin St,Station | Triumphal Arch,Station | Palace of Peace,Station | Zhastar Ave,Station | Khan Shatyr,Station | Shakarim St,Station | Central Park,Station | Kosmonavtov St,Station | Kenesary St,Station | Saryarka Ave,Station | Botanical Garden,Station | Abylai Khan Ave,Station | Respublika Ave,Station | Syganak St,Station | Keruen City,Station | Turan Ave,Station | Bogenbai Batyr Ave,Station | Mangilik El Ave,Station | University Quarter,Station | Expo 2017,Station | Kabanbay Batyr Ave,Station | Mega Silk Way,Station | Baiterek,Station | Sarayshyk St,Station | River Embankment,Station | Nurly Zhol,Line | Line 1,Line | Line 2,Line | Line 3,Line | Line 4,Line | Line 5,Line | Line 6,Line | Line 7,Line | Line 8,Line | Line 9,District | Esil,District | Almaty,District | Saryarka,District | Baikonur,Network | Total
2025-10-01 10:30:00,18.0,14.0,41.0,17.0,23.0,12.0,41.0,8.0,58.0,4.0,9.0,18.0,13.0,27.0,9.0,30.0,24.0,14.0,29.0,14.0,25.0,21.0,13.0,33.0,29.0,10.0,20.0,25.0,209.0,249.0,253.0,246.0,208.0,146.0,212.0,218.0,236.0,197.0,132.0,181.0,89.0,599.0
2025-10-01 10:45:00,23.0,10.0,14.0,11.0,25.0,26.0,17.0,13.0,31.0,7.0,8.0,17.0,20.0,29.0,16.0,4.0,14.0,11.0,20.0,20.0,9.0,30.0,25.0,28.0,49.0,15.0,19.0,22.0,215.0,234.0,226.0,196.0,160.0,114.0,172.0,207.0,213.0,181.0,123.0,137.0,92.0,533.0
2025-10-01 11:00:00,6.0,7.0,8.0,9.0,15.0,9.0,27.0,1.0,16.0,3.0,9.0,11.0,12.0,9.0,4.0,18.0,7.0,8.0,8.0,4.0,10.0,17.0,17.0,2.0,31.0,7.0,12.0,9.0,146.0,131.0,93.0,92.0,78.0,64.0,107.0,116.0,146.0,119.0,77.0,64.0,36.0,296.0
2025-10-01 11:15:00,13.0,6.0,12.0,11.0,19.0,33.0,15.0,7.0,13.0,11.0,13.0,8.0,15.0,11.0,16.0,16.0,10.0,11.0,9.0,6.0,5.0,13.0,15.0,19.0,23.0,15.0,16.0,31.0,160.0,129.0,139.0,130.0,112.0,112.0,142.0,187.0,161.0,109.0,117.0,80.0,86.0,392.0
2025-10-01 11:30:00,9.0,14.0,17.0,14.0,10.0,7.0,10.0,13.0,33.0,4.0,3.0,22.0,12.0,8.0,18.0,14.0,16.0,12.0,20.0,15.0,11.0,22.0,22.0,28.0,26.0,3.0,24.0,17.0,143.0,178.0,185.0,171.0,138.0,108.0,170.0,160.0,150.0,145.0,84.0,126.0,69.0,424.0
2025-10-01 11:45:00,7.0,8.0,13.0,11.0,6.0,13.0,12.0,11.0,12.0,20.0,24.0,9.0,3.0,18.0,7.0,9.0,5.0,3.0,18.0,9.0,11.0,9.0,18.0,26.0,17.0,21.0,10.0,10.0,130.0,125.0,150.0,151.0,126.0,96.0,103.0,135.0,131.0,98.0,115.0,82.0,45.0,340.0
2025-10-01 12:00:00,20.0,9.0,14.0,14.0,9.0,4.0,15.0,5.0,19.0,16.0,5.0,13.0,9.0,2.0,9.0,5.0,11.0,4.0,17.0,14.0,6.0,12.0,18.0,5.0,9.0,9.0,6.0,5.0,102.0,102.0,138.0,123.0,113.0,78.0,99.0,94.0,102.0,83.0,61.0,97.0,43.0,284.0
2025-10-01 12:15:00,9.0,24.0,18.0,5.0,17.0,10.0,17.0,4.0,10.0,10.0,13.0,11.0,14.0,8.0,13.0,12.0,12.0,0.0,15.0,9.0,7.0,9.0,16.0,13.0,24.0,4.0,12.0,28.0,164.0,147.0,128.0,114.0,102.0,80.0,94.0,130.0,153.0,100.0,89.0,72.0,83.0,344.0
2025-10-01 12:30:00,2.0,11.0,11.0,9.0,11.0,8.0,4.0,7.0,30.0,7.0,7.0,15.0,4.0,10.0,18.0,15.0,15.0,7.0,14.0,11.0,11.0,16.0,10.0,14.0,9.0,9.0,2.0,13.0,105.0,112.0,124.0,120.0,88.0,70.0,121.0,126.0,111.0,82.0,79.0,81.0,58.0,300.0
2025-10-01 12:45:00,7.0,14.0,12.0,8.0,21.0,6.0,22.0,7.0,19.0,3.0,11.0,15.0,13.0,9.0,15.0,10.0,18.0,10.0,10.0,13.0,6.0,15.0,13.0,8.0,30.0,2.0,8.0,9.0,155.0,154.0,125.0,104.0,87.0,67.0,108.0,120.0,151.0,117.0,79.0,78.0,60.0,334.0
2025-10-01 13:00:00,4.0,8.0,21.0,10.0,20.0,20.0,21.0,4.0,28.0,15.0,7.0,16.0,17.0,4.0,10.0,15.0,9.0,18.0,30.0,8.0,7.0,9.0,16.0,3.0,24.0,12.0,22.0,10.0,136.0,141.0,142.0,131.0,133.0,115.0,154.0,170.0,164.0,107.0,105.0,121.0,55.0,388.0
2025-10-01 13:15:00,10.0,13.0,29.0,13.0,10.0,9.0,13.0,5.0,16.0,19.0,6.0,11.0,6.0,6.0,18.0,13.0,11.0,9.0,3.0,9.0,3.0,24.0,19.0,18.0,22.0,8.0,6.0,10.0,136.0,127.0,155.0,151.0,113.0,103.0,115.0,114.0,126.0,110.0,86.0,91.0,52.0,339.0
2025-10-01 13:30:00,6.0,9.0,6.0,24.0,12.0,18.0,10.0,3.0,29.0,4.0,7.0,11.0,21.0,9.0,8.0,6.0,11.0,10.0,40.0,2.0,7.0,6.0,10.0,16.0,18.0,18.0,9.0,24.0,125.0,151.0,157.0,131.0,109.0,72.0,123.0,152.0,147.0,113.0,73.0,104.0,64.0,354.0
2025-10-01 13:45:00,8.0,17.0,8.0,8.0,9.0,16.0,14.0,7.0,14.0,2.0,7.0,17.0,11.0,18.0,11.0,14.0,20.0,4.0,22.0,4.0,10.0,11.0,17.0,8.0,17.0,14.0,9.0,8.0,134.0,155.0,140.0,123.0,100.0,68.0,107.0,119.0,121.0,96.0,84.0,80.0,65.0,325.0
2025-10-01 14:00:00,19.0,9.0,23.0,17.0,8.0,14.0,7.0,1.0,15.0,7.0,9.0,7.0,18.0,11.0,9.0,12.0,27.0,12.0,38.0,11.0,3.0,14.0,24.0,12.0,14.0,6.0,8.0,10.0,128.0,157.0,194.0,161.0,147.0,93.0,125.0,118.0,114.0,92.0,70.0,132.0,71.0,365.0
2025-10-01 14:15:00,8.0,22.0,40.0,15.0,22.0,11.0,29.0,8.0,30.0,20.0,3.0,10.0,10.0,8.0,8.0,18.0,9.0,7.0,10.0,10.0,12.0,15.0,26.0,11.0,16.0,8.0,16.0,10.0,160.0,140.0,164.0,163.0,153.0,138.0,153.0,153.0,173.0,118.0,103.0,129.0,62.0,412.0
2025-10-01 14:30:00,7.0,23.0,26.0,21.0,16.0,31.0,15.0,7.0,21.0,9.0,3.0,16.0,20.0,13.0,14.0,6.0,6.0,8.0,23.0,21.0,16.0,18.0,19.0,16.0,25.0,14.0,19.0,15.0,154.0,175.0,182.0,162.0,152.0,140.0,176.0,176.0,159.0,147.0,94.0,111.0,96.0,448.0
2025-10-01 14:45:00,9.0,9.0,19.0,22.0,28.0,19.0,39.0,7.0,17.0,25.0,17.0,10.0,15.0,21.0,13.0,16.0,24.0,14.0,15.0,23.0,14.0,19.0,16.0,21.0,16.0,16.0,12.0,14.0,198.0,189.0,207.0,184.0,169.0,143.0,166.0,180.0,186.0,156.0,148.0,97.0,89.0,490.0
2025-10-01 15:00:00,10.0,29.0,22.0,23.0,25.0,20.0,32.0,6.0,24.0,8.0,6.0,7.0,25.0,20.0,16.0,12.0,16.0,7.0,45.0,12.0,11.0,16.0,32.0,35.0,26.0,17.0,11.0,26.0,225.0,251.0,233.0,204.0,169.0,114.0,168.0,195.0,224.0,175.0,115.0,146.0,103.0,539.0
2025-10-01 15:15:00,20.0,16.0,20.0,11.0,22.0,28.0,30.0,2.0,32.0,13.0,8.0,18.0,24.0,31.0,13.0,23.0,24.0,7.0,35.0,36.0,14.0,40.0,22.0,14.0,53.0,17.0,10.0,10.0,242.0,285.0,252.0,227.0,201.0,143.0,196.0,183.0,217.0,204.0,137.0,138.0,114.0,593.0
2025-10-01 15:30:00,29.0,25.0,27.0,17.0,27.0,34.0,34.0,17.0,40.0,33.0,17.0,26.0,19.0,20.0,31.0,21.0,12.0,20.0,29.0,24.0,20.0,14.0,23.0,6.0,29.0,18.0,19.0,27.0,226.0,214.0,249.0,239.0,236.0,192.0,249.0,276.0,260.0,165.0,186.0,185.0,122.0,658.0
2025-10-01 15:45:00,17.0,22.0,29.0,28.0,38.0,17.0,35.0,7.0,67.0,12.0,17.0,26.0,8.0,27.0,31.0,37.0,26.0,26.0,53.0,16.0,14.0,25.0,15.0,41.0,63.0,20.0,27.0,43.0,304.0,326.0,299.0,302.0,253.0,173.0,278.0,315.0,346.0,240.0,209.0,214.0,124.0,787.0
2025-10-01 16:00:00,19.0,16.0,28.0,24.0,31.0,33.0,25.0,19.0,52.0,18.0,29.0,38.0,15.0,24.0,46.0,50.0,34.0,9.0,63.0,21.0,30.0,31.0,27.0,57.0,15.0,20.0,14.0,55.0,283.0,318.0,370.0,371.0,280.0,207.0,306.0,346.0,279.0,235.0,232.0,217.0,159.0,843.0
2025-10-01 16:15:00,43.0,19.0,63.0,36.0,15.0,35.0,48.0,11.0,36.0,28.0,25.0,19.0,18.0,12.0,23.0,14.0,27.0,44.0,40.0,18.0,16.0,33.0,33.0,57.0,79.0,29.0,29.0,46.0,354.0,352.0,387.0,356.0,294.0,234.0,284.0,331.0,374.0,306.0,175.0,270.0,145.0,896.0
2025-10-01 16:30:00,37.0,23.0,71.0,42.0,52.0,52.0,34.0,17.0,73.0,16.0,19.0,21.0,16.0,29.0,16.0,33.0,24.0,42.0,63.0,29.0,25.0,41.0,25.0,36.0,53.0,37.0,21.0,24.0,332.0,340.0,413.0,406.0,358.0,281.0,358.0,386.0,382.0,268.0,223.0,328.0,152.0,971.0
2025-10-01 16:45:00,33.0,68.0,30.0,29.0,95.0,49.0,69.0,21.0,36.0,40.0,23.0,33.0,33.0,29.0,45.0,26.0,83.0,22.0,105.0,15.0,9.0,51.0,59.0,32.0,82.0,33.0,23.0,22.0,585.0,585.0,519.0,429.0,351.0,233.0,313.0,416.0,509.0,338.0,314.0,306.0,237.0,1195.0
2025-10-01 17:00:00,16.0,24.0,54.0,51.0,48.0,116.0,35.0,19.0,50.0,27.0,38.0,38.0,24.0,12.0,44.0,28.0,27.0,25.0,46.0,24.0,24.0,19.0,50.0,36.0,31.0,28.0,27.0,27.0,327.0,292.0,369.0,346.0,304.0,346.0,439.0,477.0,356.0,258.0,252.0,260.0,218.0,988.0
2025-10-01 17:15:00,46.0,30.0,29.0,45.0,46.0,43.0,36.0,22.0,50.0,18.0,24.0,32.0,23.0,30.0,26.0,79.0,23.0,38.0,60.0,37.0,40.0,27.0,52.0,43.0,83.0,18.0,38.0,34.0,373.0,387.0,398.0,431.0,404.0,311.0,448.0,409.0,411.0,329.0,279.0,297.0,167.0,1072.0
2025-10-01 17:30:00,29.0,42.0,100.0,45.0,27.0,58.0,41.0,11.0,75.0,32.0,29.0,47.0,82.0,32.0,36.0,36.0,56.0,26.0,37.0,44.0,12.0,53.0,20.0,57.0,80.0,32.0,24.0,52.0,432.0,527.0,581.0,479.0,390.0,350.0,376.0,391.0,424.0,417.0,248.0,298.0,252.0,1215.0
2025-10-01 17:45:00,33.0,47.0,123.0,41.0,59.0,50.0,36.0,34.0,103.0,17.0,24.0,59.0,43.0,41.0,33.0,39.0,51.0,25.0,38.0,60.0,15.0,82.0,40.0,36.0,55.0,56.0,31.0,24.0,474.0,488.0,598.0,543.0,457.0,395.0,437.0,460.0,469.0,367.0,300.0,396.0,232.0,1295.0
2025-10-01 18:00:00,50.0,39.0,71.0,30.0,25.0,48.0,41.0,14.0,82.0,47.0,32.0,38.0,39.0,35.0,45.0,62.0,36.0,21.0,42.0,34.0,24.0,32.0,27.0,56.0,165.0,46.0,39.0,58.0,501.0,523.0,490.0,477.0,424.0,345.0,412.0,447.0,536.0,425.0,331.0,307.0,215.0,1278.0
2025-10-01 18:15:00,49.0,46.0,45.0,99.0,26.0,44.0,19.0,20.0,81.0,31.0,30.0,25.0,33.0,21.0,66.0,24.0,55.0,27.0,61.0,27.0,37.0,42.0,47.0,39.0,84.0,23.0,30.0,66.0,438.0,425.0,520.0,456.0,407.0,320.0,482.0,477.0,449.0,378.0,251.0,330.0,238.0,1197.0
2025-10-01 18:30:00,42.0,25.0,83.0,22.0,30.0,49.0,31.0,10.0,62.0,20.0,36.0,58.0,40.0,30.0,33.0,91.0,32.0,25.0,151.0,76.0,19.0,67.0,61.0,56.0,77.0,27.0,28.0,38.0,424.0,567.0,611.0,630.0,553.0,379.0,466.0,408.0,412.0,370.0,295.0,434.0,220.0,1319.0
2025-10-01 18:45:00,40.0,38.0,60.0,60.0,36.0,35.0,69.0,35.0,130.0,43.0,23.0,44.0,16.0,30.0,68.0,41.0,27.0,49.0,70.0,33.0,15.0,58.0,21.0,44.0,77.0,30.0,31.0,62.0,441.0,473.0,527.0,525.0,443.0,338.0,483.0,500.0,535.0,383.0,302.0,405.0,195.0,1285.0
2025-10-01 19:00:00,69.0,20.0,39.0,27.0,50.0,58.0,55.0,10.0,88.0,20.0,21.0,26.0,36.0,25.0,50.0,36.0,39.0,37.0,56.0,26.0,30.0,52.0,61.0,67.0,52.0,26.0,32.0,51.0,427.0,428.0,466.0,427.0,340.0,248.0,445.0,504.0,461.0,345.0,260.0,360.0,194.0,1159.0
2025-10-01 19:15:00,28.0,33.0,54.0,66.0,28.0,27.0,38.0,38.0,72.0,22.0,28.0,65.0,18.0,45.0,45.0,40.0,26.0,10.0,66.0,33.0,24.0,71.0,22.0,48.0,115.0,22.0,20.0,24.0,407.0,525.0,547.0,543.0,412.0,300.0,359.0,322.0,392.0,445.0,250.0,290.0,143.0,1128.0
2025-10-01 19:30:00,32.0,27.0,32.0,51.0,35.0,30.0,57.0,19.0,57.0,18.0,24.0,40.0,23.0,39.0,14.0,36.0,60.0,35.0,99.0,40.0,13.0,33.0,56.0,42.0,81.0,50.0,30.0,18.0,441.0,501.0,488.0,441.0,396.0,256.0,362.0,362.0,440.0,340.0,246.0,330.0,175.0,1091.0
2025-10-01 19:45:00,15.0,21.0,45.0,20.0,27.0,32.0,79.0,14.0,61.0,12.0,15.0,28.0,22.0,26.0,25.0,21.0,38.0,17.0,61.0,42.0,18.0,39.0,73.0,45.0,55.0,38.0,9.0,38.0,423.0,414.0,365.0,326.0,265.0,195.0,318.0,353.0,424.0,306.0,173.0,286.0,171.0,936.0
2025-10-01 20:00:00,17.0,20.0,57.0,40.0,33.0,13.0,37.0,11.0,106.0,15.0,17.0,33.0,18.0,12.0,21.0,23.0,32.0,24.0,45.0,26.0,6.0,17.0,12.0,19.0,62.0,21.0,6.0,40.0,291.0,295.0,316.0,289.0,252.0,191.0,277.0,299.0,372.0,232.0,148.0,272.0,131.0,783.0
2025-10-01 20:15:00,30.0,24.0,28.0,34.0,22.0,40.0,33.0,7.0,26.0,24.0,14.0,37.0,9.0,25.0,9.0,18.0,14.0,19.0,75.0,11.0,10.0,24.0,40.0,23.0,61.0,20.0,38.0,27.0,279.0,325.0,330.0,325.0,290.0,200.0,245.0,265.0,286.0,231.0,170.0,225.0,116.0,742.0
2025-10-01 20:30:00,22.0,31.0,48.0,35.0,16.0,29.0,19.0,4.0,64.0,13.0,18.0,30.0,17.0,10.0,31.0,30.0,18.0,16.0,40.0,22.0,13.0,47.0,17.0,22.0,43.0,28.0,16.0,22.0,259.0,277.0,306.0,301.0,240.0,197.0,273.0,270.0,274.0,226.0,162.0,211.0,122.0,721.0
2025-10-01 20:45:00,13.0,32.0,30.0,11.0,24.0,25.0,43.0,4.0,67.0,17.0,12.0,16.0,15.0,14.0,9.0,18.0,13.0,19.0,48.0,14.0,9.0,13.0,28.0,23.0,21.0,42.0,16.0,19.0,247.0,238.0,217.0,207.0,185.0,135.0,216.0,270.0,307.0,151.0,152.0,209.0,103.0,615.0
2025-10-01 21:00:00,12.0,18.0,38.0,13.0,22.0,17.0,18.0,15.0,27.0,16.0,31.0,17.0,17.0,22.0,10.0,16.0,10.0,9.0,17.0,18.0,8.0,25.0,25.0,23.0,26.0,14.0,18.0,12.0,201.0,193.0,225.0,214.0,185.0,151.0,161.0,193.0,202.0,147.0,149.0,143.0,75.0,514.0
2025-10-01 21:15:00,27.0,16.0,11.0,23.0,12.0,8.0,45.0,6.0,10.0,8.0,14.0,8.0,20.0,8.0,12.0,14.0,25.0,6.0,39.0,9.0,16.0,32.0,29.0,19.0,16.0,3.0,14.0,18.0,210.0,228.0,226.0,195.0,159.0,93.0,141.0,142.0,169.0,179.0,85.0,128.0,76.0,468.0
2025-10-01 21:30:00,12.0,10.0,37.0,8.0,20.0,18.0,18.0,12.0,21.0,6.0,8.0,28.0,19.0,9.0,22.0,32.0,16.0,16.0,19.0,11.0,4.0,19.0,8.0,21.0,12.0,12.0,17.0,8.0,131.0,171.0,206.0,203.0,163.0,141.0,157.0,154.0,133.0,129.0,126.0,125.0,63.0,443.0
2025-10-01 21:45:00,6.0,14.0,45.0,25.0,6.0,26.0,25.0,5.0,7.0,6.0,9.0,29.0,10.0,7.0,7.0,12.0,14.0,20.0,8.0,9.0,9.0,14.0,10.0,22.0,18.0,5.0,13.0,13.0,128.0,161.0,191.0,179.0,136.0,141.0,138.0,125.0,127.0,152.0,65.0,101.0,76.0,394.0
2025-10-01 22:00:00,17.0,15.0,38.0,19.0,2.0,17.0,14.0,5.0,48.0,6.0,8.0,8.0,13.0,4.0,7.0,20.0,5.0,14.0,22.0,9.0,7.0,5.0,18.0,26.0,20.0,11.0,13.0,10.0,108.0,132.0,168.0,170.0,153.0,127.0,172.0,155.0,160.0,112.0,71.0,162.0,56.0,401.0
2025-10-01 22:15:00,7.0,5.0,11.0,4.0,2.0,9.0,11.0,2.0,10.0,8.0,6.0,10.0,5.0,3.0,14.0,6.0,11.0,9.0,6.0,4.0,8.0,4.0,3.0,8.0,8.0,4.0,10.0,9.0,63.0,71.0,79.0,69.0,61.0,54.0,77.0,84.0,67.0,58.0,53.0,48.0,38.0,197.0
2025-10-01 22:30:00,2.0,5.0,22.0,9.0,5.0,4.0,10.0,0.0,4.0,4.0,4.0,3.0,0.0,5.0,2.0,5.0,5.0,2.0,17.0,6.0,2.0,7.0,3.0,10.0,14.0,6.0,5.0,4.0,63.0,76.0,84.0,84.0,75.0,55.0,42.0,41.0,57.0,55.0,36.0,50.0,24.0,165.0
2025-10-01 22:45:00,1.0,3.0,10.0,3.0,7.0,8.0,7.0,2.0,11.0,4.0,6.0,7.0,3.0,3.0,14.0,1.0,10.0,7.0,14.0,9.0,4.0,8.0,6.0,4.0,5.0,2.0,6.0,8.0,62.0,64.0,69.0,57.0,53.0,43.0,69.0,79.0,62.0,41.0,43.0,51.0,38.0,173.0
